Date,Open,High,Low,Close,Adj Close,Volume
2018-01-09,158000.000000,160000.000000,154500.000000,157000.000000,156600.015625,1010891
2018-01-10,156000.000000,158500.000000,148000.000000,149500.000000,149119.109375,1656798
2018-01-11,142000.000000,146500.000000,138000.000000,140500.000000,140142.062500,2474827
2018-01-12,145500.000000,145500.000000,139000.000000,140500.000000,140142.062500,1377402
2018-01-15,141500.000000,147500.000000,141500.000000,145000.000000,144630.578125,1265024
2018-01-16,144500.000000,145000.000000,140000.000000,140500.000000,140142.062500,1117873
2018-01-17,139000.000000,139000.000000,133000.000000,134000.000000,133658.609375,2415858
2018-01-18,134500.000000,138500.000000,134000.000000,135500.000000,135154.796875,1965579
2018-01-19,136000.000000,139000.000000,134000.000000,138000.000000,137648.421875,1132433
2018-01-22,138000.000000,139000.000000,135000.000000,135500.000000,135154.796875,815041
2018-01-23,135500.000000,138000.000000,135000.000000,136500.000000,136152.250000,965243
2018-01-24,136500.000000,138000.000000,134500.000000,135000.000000,134656.046875,760888
2018-01-25,135000.000000,137500.000000,134500.000000,135000.000000,134656.046875,649676
2018-01-26,136000.000000,141000.000000,135000.000000,140000.000000,139643.328125,1271640
2018-01-29,141000.000000,141500.000000,138500.000000,139000.000000,138645.859375,708612
2018-01-30,139000.000000,140500.000000,137500.000000,138500.000000,138147.140625,642199
2018-01-31,137500.000000,140000.000000,135000.000000,140000.000000,139643.328125,943362
2018-02-01,140000.000000,142000.000000,137500.000000,141500.000000,141139.500000,910082
2018-02-02,142000.000000,145000.000000,141500.000000,143500.000000,143134.406250,2099421
2018-02-05,139500.000000,140000.000000,134500.000000,134500.000000,134157.343750,1624472
2018-02-06,126500.000000,131000.000000,125000.000000,131000.000000,130666.257813,2291759
2018-02-07,134000.000000,134500.000000,126500.000000,126500.000000,126177.718750,1043100
2018-02-08,127000.000000,130000.000000,124500.000000,126500.000000,126177.718750,1044087
2018-02-09,121500.000000,124500.000000,117000.000000,118000.000000,117699.375000,2074927
2018-02-12,119000.000000,120000.000000,116500.000000,118000.000000,117699.375000,817489
2018-02-13,120000.000000,121000.000000,118500.000000,119000.000000,118696.820313,721603
2018-02-14,119500.000000,125000.000000,119000.000000,122500.000000,122187.906250,858572
2018-02-19,126000.000000,126000.000000,123000.000000,124000.000000,123684.085938,419351
2018-02-20,124000.000000,124500.000000,121500.000000,123000.000000,122686.632813,288935
2018-02-21,123500.000000,125500.000000,122000.000000,124500.000000,124182.812500,396493
2018-02-22,124500.000000,125000.000000,122000.000000,123500.000000,123185.367188,306321
2018-02-23,123500.000000,124000.000000,122000.000000,123500.000000,123185.367188,383787
2018-02-26,124500.000000,124500.000000,122500.000000,123000.000000,122686.632813,303789
2018-02-27,124000.000000,131000.000000,124000.000000,131000.000000,130666.257813,1272000
2018-02-28,130000.000000,132500.000000,127000.000000,128000.000000,127673.890625,857397
2018-03-02,126500.000000,128500.000000,124500.000000,127500.000000,127175.171875,474394
2018-03-05,127500.000000,128000.000000,123000.000000,123000.000000,122686.632813,417227
2018-03-06,126000.000000,134000.000000,126000.000000,132500.000000,132162.437500,1167882
2018-03-07,133000.000000,133500.000000,129000.000000,129500.000000,129170.078125,596902
2018-03-08,129500.000000,132000.000000,128500.000000,132000.000000,131663.718750,499256
2018-03-09,133000.000000,135500.000000,131000.000000,134000.000000,133658.609375,753680
2018-03-12,136000.000000,136500.000000,134500.000000,135000.000000,134656.046875,384411
2018-03-13,135500.000000,141000.000000,135000.000000,140500.000000,140142.062500,1320091
2018-03-14,139500.000000,140000.000000,136000.000000,137000.000000,136650.968750,703764
2018-03-15,137500.000000,141500.000000,137000.000000,141500.000000,141139.500000,950867
2018-03-16,141500.000000,143000.000000,139000.000000,141000.000000,140640.765625,1024727
2018-03-19,140000.000000,140500.000000,136000.000000,137500.000000,137149.687500,610095
2018-03-20,135500.000000,140000.000000,135000.000000,139000.000000,138645.859375,556447
2018-03-21,139000.000000,140000.000000,137500.000000,138000.000000,137648.421875,416757
2018-03-22,137000.000000,139000.000000,135500.000000,138000.000000,137648.421875,567619
2018-03-23,135000.000000,136000.000000,129500.000000,130500.000000,130167.523438,1233587
