지점,지점명,일시,평균기온(°C)
133,대전,2018-06-29,25.5
133,대전,2018-06-30,24.9
133,대전,2018-07-01,22
133,대전,2018-07-02,22.8
133,대전,2018-07-03,25.5
133,대전,2018-07-04,26.6
133,대전,2018-07-05,25.5
133,대전,2018-07-06,22.2
133,대전,2018-07-07,23
133,대전,2018-07-08,22.3
133,대전,2018-07-09,20.5
133,대전,2018-07-10,26.2
133,대전,2018-07-11,28.4
133,대전,2018-07-12,29
133,대전,2018-07-13,28.8
133,대전,2018-07-14,28.7
133,대전,2018-07-15,29.4
133,대전,2018-07-16,29.7
133,대전,2018-07-17,29
133,대전,2018-07-18,29
133,대전,2018-07-19,29.2
133,대전,2018-07-20,29.9
133,대전,2018-07-21,30.8
133,대전,2018-07-22,30.9
133,대전,2018-07-23,30.8
133,대전,2018-07-24,31.3
133,대전,2018-07-25,30.6
133,대전,2018-07-26,30.7
133,대전,2018-07-27,31.2
133,대전,2018-07-28,29.5
133,대전,2018-07-29,30.1
133,대전,2018-07-30,30.5
133,대전,2018-07-31,31.4
133,대전,2018-08-01,32.9
133,대전,2018-08-02,33.4
133,대전,2018-08-03,32.8
133,대전,2018-08-04,31.3
133,대전,2018-08-05,30.6
133,대전,2018-08-06,30.8
133,대전,2018-08-07,31.5
133,대전,2018-08-08,31.2
133,대전,2018-08-09,30.4
133,대전,2018-08-10,30.9
133,대전,2018-08-11,30
133,대전,2018-08-12,30.1
133,대전,2018-08-13,31.2
133,대전,2018-08-14,32.3
133,대전,2018-08-15,32.9
133,대전,2018-08-16,30
133,대전,2018-08-17,27
133,대전,2018-08-18,26.7
133,대전,2018-08-19,28.2
133,대전,2018-08-20,29.4
133,대전,2018-08-21,27.7
133,대전,2018-08-22,30.8
133,대전,2018-08-23,28.8
133,대전,2018-08-24,25.2
133,대전,2018-08-25,25.1
133,대전,2018-08-26,21.3
133,대전,2018-08-27,23.6
133,대전,2018-08-28,26.1
133,대전,2018-08-29,27.7
133,대전,2018-08-30,25.9
133,대전,2018-08-31,22.2
133,대전,2018-09-01,24.4
133,대전,2018-09-02,24
133,대전,2018-09-03,24.4
133,대전,2018-09-04,23.9
133,대전,2018-09-05,23.9
133,대전,2018-09-06,23.7
133,대전,2018-09-07,22
133,대전,2018-09-08,20.8
133,대전,2018-09-09,21.9
133,대전,2018-09-10,22.1
133,대전,2018-09-11,20.7
133,대전,2018-09-12,22.3
133,대전,2018-09-13,21.6
133,대전,2018-09-14,21.9
133,대전,2018-09-15,22.6
133,대전,2018-09-16,22.6
133,대전,2018-09-17,22.7
133,대전,2018-09-18,21.8
133,대전,2018-09-19,21.4
133,대전,2018-09-20,21
133,대전,2018-09-21,19.7
133,대전,2018-09-22,20.9
133,대전,2018-09-23,18.9
133,대전,2018-09-24,16.9
133,대전,2018-09-25,17.4
133,대전,2018-09-26,18.7
133,대전,2018-09-27,18.6
133,대전,2018-09-28,17.6
133,대전,2018-09-29,20
133,대전,2018-09-30,18.6
133,대전,2018-10-01,15.5
133,대전,2018-10-02,15.8
133,대전,2018-10-03,16
133,대전,2018-10-04,19.1
133,대전,2018-10-05,17.8
133,대전,2018-10-06,17.9
133,대전,2018-10-07,17.2
133,대전,2018-10-08,13.8
133,대전,2018-10-09,14.8
133,대전,2018-10-10,13.9
133,대전,2018-10-11,10.7
133,대전,2018-10-12,10.8
133,대전,2018-10-13,11.7
133,대전,2018-10-14,13.2
133,대전,2018-10-15,14.2
133,대전,2018-10-16,13
133,대전,2018-10-17,12.5
133,대전,2018-10-18,11.6
133,대전,2018-10-19,12.2
133,대전,2018-10-20,12.1
133,대전,2018-10-21,12.1
133,대전,2018-10-22,13.4
133,대전,2018-10-23,12.7
133,대전,2018-10-24,12.6
133,대전,2018-10-25,12.8
133,대전,2018-10-26,11.6
133,대전,2018-10-27,10.3
133,대전,2018-10-28,9.4
133,대전,2018-10-29,9.1
133,대전,2018-10-30,6.8
133,대전,2018-10-31,8.1
133,대전,2018-11-01,7.7
133,대전,2018-11-02,9.2
133,대전,2018-11-03,10
133,대전,2018-11-04,10.2
133,대전,2018-11-05,10.5
133,대전,2018-11-06,11.5
133,대전,2018-11-07,12.6
133,대전,2018-11-08,14
133,대전,2018-11-09,11.6
133,대전,2018-11-10,11.1
133,대전,2018-11-11,9.5
133,대전,2018-11-12,8.8
133,대전,2018-11-13,8.3
133,대전,2018-11-14,9
133,대전,2018-11-15,9.1
133,대전,2018-11-16,9.7
133,대전,2018-11-17,6.8
133,대전,2018-11-18,5.5
133,대전,2018-11-19,8.6
133,대전,2018-11-20,6.2
133,대전,2018-11-21,4.6
133,대전,2018-11-22,3.8
133,대전,2018-11-23,2.4
133,대전,2018-11-24,3.9
133,대전,2018-11-25,6.9
133,대전,2018-11-26,6.1
133,대전,2018-11-27,7.7
133,대전,2018-11-28,5.2
133,대전,2018-11-29,4.7
133,대전,2018-11-30,5.7
133,대전,2018-12-01,5.2
133,대전,2018-12-02,8
133,대전,2018-12-03,12.6
133,대전,2018-12-04,9.5
133,대전,2018-12-05,1.5
133,대전,2018-12-06,2.7
133,대전,2018-12-07,-3.7
133,대전,2018-12-08,-6.6
133,대전,2018-12-09,-5.8
133,대전,2018-12-10,-2.8
133,대전,2018-12-11,-.8
133,대전,2018-12-12,-1.2
133,대전,2018-12-13,-.8
133,대전,2018-12-14,-2.7
133,대전,2018-12-15,-2.5
133,대전,2018-12-16,.7
133,대전,2018-12-17,3.6
133,대전,2018-12-18,2.9
133,대전,2018-12-19,6.7
133,대전,2018-12-20,4.2
133,대전,2018-12-21,4.6
133,대전,2018-12-22,6.6
133,대전,2018-12-23,5.4
133,대전,2018-12-24,-.9
133,대전,2018-12-25,-.3
133,대전,2018-12-26,1.7
133,대전,2018-12-27,-5.9
133,대전,2018-12-28,-8.6
133,대전,2018-12-29,-6.1
133,대전,2018-12-30,-5.4
133,대전,2018-12-31,-4.7
133,대전,2019-01-01,-2.7
133,대전,2019-01-02,-3.3
133,대전,2019-01-03,-2.7
133,대전,2019-01-04,-1.6
133,대전,2019-01-05,-.7
133,대전,2019-01-06,-1.9
133,대전,2019-01-07,-1.2
133,대전,2019-01-08,-1.5
133,대전,2019-01-09,-3.4
133,대전,2019-01-10,-1.1
133,대전,2019-01-11,2.8
133,대전,2019-01-12,4.5
133,대전,2019-01-13,1.8
133,대전,2019-01-14,1.7
133,대전,2019-01-15,-.1
133,대전,2019-01-16,-3.8
133,대전,2019-01-17,0
133,대전,2019-01-18,.8
133,대전,2019-01-19,3.2
133,대전,2019-01-20,1.3
133,대전,2019-01-21,.2
133,대전,2019-01-22,3.3
133,대전,2019-01-23,2.8
133,대전,2019-01-24,.9
133,대전,2019-01-25,-.9
133,대전,2019-01-26,-2.3
133,대전,2019-01-27,-.4
133,대전,2019-01-28,2.3
133,대전,2019-01-29,.1
133,대전,2019-01-30,2.7
133,대전,2019-01-31,.6
133,대전,2019-02-01,-1.2
133,대전,2019-02-02,1.7
133,대전,2019-02-03,5
133,대전,2019-02-04,1.3
133,대전,2019-02-05,3.2
133,대전,2019-02-06,6.1
133,대전,2019-02-07,1.8
133,대전,2019-02-08,-3.3
133,대전,2019-02-09,-2.7
133,대전,2019-02-10,-2.4
133,대전,2019-02-11,-1.7
133,대전,2019-02-12,-.3
133,대전,2019-02-13,-.3
133,대전,2019-02-14,1.5
133,대전,2019-02-15,1.7
133,대전,2019-02-16,-.7
133,대전,2019-02-17,-.7
133,대전,2019-02-18,1.9
133,대전,2019-02-19,2.2
133,대전,2019-02-20,1.9
133,대전,2019-02-21,2.1
133,대전,2019-02-22,3.6
133,대전,2019-02-23,5.5
133,대전,2019-02-24,6.7
133,대전,2019-02-25,5.7
133,대전,2019-02-26,5.3
133,대전,2019-02-27,6.6
133,대전,2019-02-28,6.7
133,대전,2019-03-01,6.1
133,대전,2019-03-02,7.4
133,대전,2019-03-03,9
133,대전,2019-03-04,10
133,대전,2019-03-05,8.7
133,대전,2019-03-06,9.7
133,대전,2019-03-07,7.1
133,대전,2019-03-08,7
133,대전,2019-03-09,8.2
133,대전,2019-03-10,7.9
133,대전,2019-03-11,5.7
133,대전,2019-03-12,4.5
133,대전,2019-03-13,3.7
133,대전,2019-03-14,5.9
133,대전,2019-03-15,6.9
133,대전,2019-03-16,6
133,대전,2019-03-17,7.3
133,대전,2019-03-18,7.1
133,대전,2019-03-19,10.6
133,대전,2019-03-20,10.9
133,대전,2019-03-21,8.5
133,대전,2019-03-22,4.4
133,대전,2019-03-23,3.2
133,대전,2019-03-24,4.5
133,대전,2019-03-25,7.2
133,대전,2019-03-26,11.9
133,대전,2019-03-27,14.3
133,대전,2019-03-28,12
133,대전,2019-03-29,11.6
133,대전,2019-03-30,6.1
133,대전,2019-03-31,5.5
133,대전,2019-04-01,6.1
133,대전,2019-04-02,6.6
133,대전,2019-04-03,7.6
133,대전,2019-04-04,9.2
133,대전,2019-04-05,11.6
133,대전,2019-04-06,12.5
133,대전,2019-04-07,14.2
133,대전,2019-04-08,12.6
133,대전,2019-04-09,10.4
133,대전,2019-04-10,7.9
133,대전,2019-04-11,10.3
133,대전,2019-04-12,12.1
133,대전,2019-04-13,12.2
133,대전,2019-04-14,10.5
133,대전,2019-04-15,11.6
133,대전,2019-04-16,14.6
133,대전,2019-04-17,17.2
133,대전,2019-04-18,15.7
133,대전,2019-04-19,14.5
133,대전,2019-04-20,17.2
133,대전,2019-04-21,18.1
133,대전,2019-04-22,20.5
133,대전,2019-04-23,18.6
133,대전,2019-04-24,17.7
133,대전,2019-04-25,15.1
133,대전,2019-04-26,10
133,대전,2019-04-27,12.2
133,대전,2019-04-28,12.9
133,대전,2019-04-29,11
133,대전,2019-04-30,16.1
133,대전,2019-05-01,15.9
133,대전,2019-05-02,15.9
133,대전,2019-05-03,18
133,대전,2019-05-04,19.2
133,대전,2019-05-05,19.8
133,대전,2019-05-06,14.5
133,대전,2019-05-07,14.9
133,대전,2019-05-08,15.9
133,대전,2019-05-09,17.7
133,대전,2019-05-10,18.6
133,대전,2019-05-11,20.1
133,대전,2019-05-12,21.5
133,대전,2019-05-13,20.1
133,대전,2019-05-14,21.1
133,대전,2019-05-15,22
133,대전,2019-05-16,23.5
133,대전,2019-05-17,23.7
133,대전,2019-05-18,19.1
133,대전,2019-05-19,21.1
133,대전,2019-05-20,17.1
133,대전,2019-05-21,17.9
133,대전,2019-05-22,20.8
133,대전,2019-05-23,23
133,대전,2019-05-24,24.4
133,대전,2019-05-25,24
133,대전,2019-05-26,24.7
133,대전,2019-05-27,17.9
133,대전,2019-05-28,17.7
133,대전,2019-05-29,20.1
133,대전,2019-05-30,20.2
133,대전,2019-05-31,19
133,대전,2019-06-01,19.1
133,대전,2019-06-02,21.5
133,대전,2019-06-03,23.4
133,대전,2019-06-04,24.3
133,대전,2019-06-05,24.3
133,대전,2019-06-06,22
133,대전,2019-06-07,18.8
133,대전,2019-06-08,21.3
133,대전,2019-06-09,22.1
133,대전,2019-06-10,18.9
133,대전,2019-06-11,21.1
133,대전,2019-06-12,21.4
133,대전,2019-06-13,23.4
133,대전,2019-06-14,21.9
133,대전,2019-06-15,21.9
133,대전,2019-06-16,21.9
133,대전,2019-06-17,22.2
133,대전,2019-06-18,21.7
133,대전,2019-06-19,22.7
133,대전,2019-06-20,23.9
133,대전,2019-06-21,23.8
133,대전,2019-06-22,23.9
133,대전,2019-06-23,24.2
133,대전,2019-06-24,24.9
133,대전,2019-06-25,26.4
133,대전,2019-06-26,22.1
133,대전,2019-06-27,24.7
133,대전,2019-06-28,25.4
133,대전,2019-06-29,22.2
133,대전,2019-06-30,24
133,대전,2019-07-01,23.7
133,대전,2019-07-02,23.8
133,대전,2019-07-03,24.4
133,대전,2019-07-04,25.6
133,대전,2019-07-05,27.7
133,대전,2019-07-06,27.5
133,대전,2019-07-07,25.3
133,대전,2019-07-08,24.5
133,대전,2019-07-09,24.4
133,대전,2019-07-10,21.6
133,대전,2019-07-11,21.3
133,대전,2019-07-12,23.5
133,대전,2019-07-13,24.4
133,대전,2019-07-14,25.9
133,대전,2019-07-15,23.8
133,대전,2019-07-16,24.8
133,대전,2019-07-17,26
133,대전,2019-07-18,25.6
133,대전,2019-07-19,26.6
133,대전,2019-07-20,25.6
133,대전,2019-07-21,24.8
133,대전,2019-07-22,27.9
133,대전,2019-07-23,29
133,대전,2019-07-24,27.7
133,대전,2019-07-25,26.4
133,대전,2019-07-26,27
133,대전,2019-07-27,27.9
133,대전,2019-07-28,26.7
133,대전,2019-07-29,28.5
133,대전,2019-07-30,29.4
133,대전,2019-07-31,29.6
133,대전,2019-08-01,29.5
133,대전,2019-08-02,30
133,대전,2019-08-03,29.9
133,대전,2019-08-04,29.8
133,대전,2019-08-05,30.7
133,대전,2019-08-06,29.7
133,대전,2019-08-07,28.6
133,대전,2019-08-08,28.5
133,대전,2019-08-09,29.5
133,대전,2019-08-10,30.2
133,대전,2019-08-11,29.7
133,대전,2019-08-12,29
133,대전,2019-08-13,29.8
133,대전,2019-08-14,30.1
133,대전,2019-08-15,25.8
133,대전,2019-08-16,26.9
133,대전,2019-08-17,26.3
133,대전,2019-08-18,25.6
133,대전,2019-08-19,26.5
133,대전,2019-08-20,27.8
133,대전,2019-08-21,27.3
133,대전,2019-08-22,26.5
133,대전,2019-08-23,25.2
133,대전,2019-08-24,23.6
133,대전,2019-08-25,24.6
133,대전,2019-08-26,25.9
133,대전,2019-08-27,22.4
133,대전,2019-08-28,24.2
133,대전,2019-08-29,23.2
133,대전,2019-08-30,23.2
133,대전,2019-08-31,23.3
133,대전,2019-09-01,23.5
133,대전,2019-09-02,22.6
133,대전,2019-09-03,22.3
133,대전,2019-09-04,24.5
133,대전,2019-09-05,24.4
133,대전,2019-09-06,25.6
133,대전,2019-09-07,26.2
133,대전,2019-09-08,25.3
133,대전,2019-09-09,24
133,대전,2019-09-10,27.2
133,대전,2019-09-11,25.3
133,대전,2019-09-12,20.8
133,대전,2019-09-13,22.9
133,대전,2019-09-14,23.4
133,대전,2019-09-15,25.3
133,대전,2019-09-16,24.5
133,대전,2019-09-17,23
133,대전,2019-09-18,21.9
133,대전,2019-09-19,20.2
133,대전,2019-09-20,20
133,대전,2019-09-21,17.8
133,대전,2019-09-22,16.4
133,대전,2019-09-23,17.8
133,대전,2019-09-24,18.3
133,대전,2019-09-25,18.8
133,대전,2019-09-26,20.9
133,대전,2019-09-27,22.7
133,대전,2019-09-28,24.2
133,대전,2019-09-29,22.7
133,대전,2019-09-30,22.1
133,대전,2019-10-01,22.1
133,대전,2019-10-02,21.1
133,대전,2019-10-03,22.2
133,대전,2019-10-04,22.5
133,대전,2019-10-05,19.2
133,대전,2019-10-06,18.4
133,대전,2019-10-07,15.7
133,대전,2019-10-08,15.6
133,대전,2019-10-09,13.2
133,대전,2019-10-10,14.1
133,대전,2019-10-11,17.4
133,대전,2019-10-12,18.3
133,대전,2019-10-13,16.7
133,대전,2019-10-14,14.6
133,대전,2019-10-15,14.2
133,대전,2019-10-16,14.5
133,대전,2019-10-17,15
133,대전,2019-10-18,15.8
133,대전,2019-10-19,16.7
133,대전,2019-10-20,15.4
133,대전,2019-10-21,15.5
133,대전,2019-10-22,16.9
133,대전,2019-10-23,16.5
133,대전,2019-10-24,18.9
133,대전,2019-10-25,17.3
133,대전,2019-10-26,12.7
133,대전,2019-10-27,10.8
133,대전,2019-10-28,11.9
133,대전,2019-10-29,14.1
133,대전,2019-10-30,11.6
133,대전,2019-10-31,13.3
133,대전,2019-11-01,14.6
133,대전,2019-11-02,13.2
133,대전,2019-11-03,14.4
133,대전,2019-11-04,13.6
133,대전,2019-11-05,12.1
133,대전,2019-11-06,11.8
133,대전,2019-11-07,10.8
133,대전,2019-11-08,6.8
133,대전,2019-11-09,8.1
133,대전,2019-11-10,9.1
133,대전,2019-11-11,11.7
133,대전,2019-11-12,9.6
133,대전,2019-11-13,8.2
133,대전,2019-11-14,2.9
133,대전,2019-11-15,9.6
133,대전,2019-11-16,13
133,대전,2019-11-17,9.8
133,대전,2019-11-18,7.7
133,대전,2019-11-19,2.6
133,대전,2019-11-20,2
133,대전,2019-11-21,4.3
133,대전,2019-11-22,9.9
133,대전,2019-11-23,11.4
133,대전,2019-11-24,12.8
133,대전,2019-11-25,3.6
133,대전,2019-11-26,7.7
133,대전,2019-11-27,5.8
133,대전,2019-11-28,4.6
133,대전,2019-11-29,2.9
133,대전,2019-11-30,4.9
133,대전,2019-12-01,6.4
133,대전,2019-12-02,2.7
133,대전,2019-12-03,2.3
133,대전,2019-12-04,5.7
133,대전,2019-12-05,-.6
133,대전,2019-12-06,-4.4
133,대전,2019-12-07,-.1
133,대전,2019-12-08,1.2
133,대전,2019-12-09,3.3
133,대전,2019-12-10,7.8
133,대전,2019-12-11,7.9
133,대전,2019-12-12,1
133,대전,2019-12-13,.9
133,대전,2019-12-14,4.4
133,대전,2019-12-15,5.4
133,대전,2019-12-16,7.9
133,대전,2019-12-17,7.7
133,대전,2019-12-18,2.7
133,대전,2019-12-19,.8
133,대전,2019-12-20,.9
133,대전,2019-12-21,.3
133,대전,2019-12-22,3.2
133,대전,2019-12-23,3.8
133,대전,2019-12-24,1.2
133,대전,2019-12-25,2.2
133,대전,2019-12-26,2.4
133,대전,2019-12-27,.1
133,대전,2019-12-28,.6
133,대전,2019-12-29,2
133,대전,2019-12-30,4.2
133,대전,2019-12-31,-4.7
133,대전,2020-01-01,-.6
133,대전,2020-01-02,1.3
133,대전,2020-01-03,2
133,대전,2020-01-04,.6
133,대전,2020-01-05,1.3
133,대전,2020-01-06,2.9
133,대전,2020-01-07,8.6
133,대전,2020-01-08,4.5
133,대전,2020-01-09,1.4
133,대전,2020-01-10,.3
133,대전,2020-01-11,1.2
133,대전,2020-01-12,1.4
133,대전,2020-01-13,.2
133,대전,2020-01-14,-.1
133,대전,2020-01-15,-.9
133,대전,2020-01-16,-.6
133,대전,2020-01-17,0
133,대전,2020-01-18,.5
133,대전,2020-01-19,2.6
133,대전,2020-01-20,3.4
133,대전,2020-01-21,.5
133,대전,2020-01-22,2.4
133,대전,2020-01-23,6.1
133,대전,2020-01-24,4.4
133,대전,2020-01-25,5.2
133,대전,2020-01-26,6.5
133,대전,2020-01-27,6
133,대전,2020-01-28,6.3
133,대전,2020-01-29,6.7
133,대전,2020-01-30,6.1
133,대전,2020-01-31,3.7
133,대전,2020-02-01,2.1
133,대전,2020-02-02,1.8
133,대전,2020-02-03,1.5
133,대전,2020-02-04,.4
133,대전,2020-02-05,-4.6
133,대전,2020-02-06,-5
133,대전,2020-02-07,-1.2
133,대전,2020-02-08,1.6
133,대전,2020-02-09,.5
133,대전,2020-02-10,5.1
133,대전,2020-02-11,6.6
133,대전,2020-02-12,7.7
133,대전,2020-02-13,7.4
133,대전,2020-02-14,7.5
133,대전,2020-02-15,9.9
133,대전,2020-02-16,.8
133,대전,2020-02-17,-3.2
133,대전,2020-02-18,-1.6
133,대전,2020-02-19,2.1
133,대전,2020-02-20,5.3
133,대전,2020-02-21,7.3
133,대전,2020-02-22,6.3
133,대전,2020-02-23,3.7
133,대전,2020-02-24,7.4
133,대전,2020-02-25,7
133,대전,2020-02-26,8
133,대전,2020-02-27,6.9
133,대전,2020-02-28,5.1
133,대전,2020-02-29,7.4
133,대전,2020-03-01,6.3
133,대전,2020-03-02,5.3
133,대전,2020-03-03,7.2
133,대전,2020-03-04,4.2
133,대전,2020-03-05,3
133,대전,2020-03-06,4.5
133,대전,2020-03-07,6
133,대전,2020-03-08,8.7
133,대전,2020-03-09,10
133,대전,2020-03-10,6.8
133,대전,2020-03-11,4.8
133,대전,2020-03-12,7
133,대전,2020-03-13,6.6
133,대전,2020-03-14,4.7
133,대전,2020-03-15,5.4
133,대전,2020-03-16,4.4
133,대전,2020-03-17,7.8
133,대전,2020-03-18,10.4
133,대전,2020-03-19,10.4
133,대전,2020-03-20,9.6
133,대전,2020-03-21,14.6
133,대전,2020-03-22,13.2
133,대전,2020-03-23,10.2
133,대전,2020-03-24,11.4
133,대전,2020-03-25,13.6
133,대전,2020-03-26,14.2
133,대전,2020-03-27,11.9
133,대전,2020-03-28,7.5
133,대전,2020-03-29,8.9
133,대전,2020-03-30,12.2
133,대전,2020-03-31,12.6
133,대전,2020-04-01,11.6
133,대전,2020-04-02,10.1
133,대전,2020-04-03,11
133,대전,2020-04-04,9.5
133,대전,2020-04-05,8
133,대전,2020-04-06,9.7
133,대전,2020-04-07,11.5
133,대전,2020-04-08,10.1
133,대전,2020-04-09,9.6
133,대전,2020-04-10,10.9
133,대전,2020-04-11,8.9
133,대전,2020-04-12,8.6
133,대전,2020-04-13,10.7
133,대전,2020-04-14,12.9
133,대전,2020-04-15,12.8
133,대전,2020-04-16,16
133,대전,2020-04-17,14.3
133,대전,2020-04-18,14.2
133,대전,2020-04-19,11.3
133,대전,2020-04-20,11
133,대전,2020-04-21,9
133,대전,2020-04-22,7.3
133,대전,2020-04-23,9.1
133,대전,2020-04-24,10.7
133,대전,2020-04-25,14.9
133,대전,2020-04-26,12.8
133,대전,2020-04-27,12.1
133,대전,2020-04-28,13.5
133,대전,2020-04-29,16.2
133,대전,2020-04-30,17.7
133,대전,2020-05-01,22.4
133,대전,2020-05-02,22.5
133,대전,2020-05-03,19.2
133,대전,2020-05-04,20.6
133,대전,2020-05-05,15.6
133,대전,2020-05-06,19.7
133,대전,2020-05-07,19.6
133,대전,2020-05-08,19.4
133,대전,2020-05-09,15.9
133,대전,2020-05-10,14.7
133,대전,2020-05-11,18.5
133,대전,2020-05-12,16.5
133,대전,2020-05-13,16.3
133,대전,2020-05-14,19.9
133,대전,2020-05-15,16.7
133,대전,2020-05-16,17.9
133,대전,2020-05-17,21.2
133,대전,2020-05-18,20.2
133,대전,2020-05-19,13.5
133,대전,2020-05-20,14.5
133,대전,2020-05-21,17.5
133,대전,2020-05-22,19.1
133,대전,2020-05-23,20.6
133,대전,2020-05-24,19.8
133,대전,2020-05-25,17.8
133,대전,2020-05-26,19.6
133,대전,2020-05-27,19.1
133,대전,2020-05-28,19.1
133,대전,2020-05-29,21.5
133,대전,2020-05-30,22.7
133,대전,2020-05-31,21.9
133,대전,2020-06-01,21.1
133,대전,2020-06-02,20.1
133,대전,2020-06-03,23.3
133,대전,2020-06-04,25.3
133,대전,2020-06-05,25.4
133,대전,2020-06-06,24.7
133,대전,2020-06-07,24
133,대전,2020-06-08,26.2
133,대전,2020-06-09,27.3
133,대전,2020-06-10,26.1
133,대전,2020-06-11,25.4
133,대전,2020-06-12,24.4
133,대전,2020-06-13,24.4
133,대전,2020-06-14,24.4
133,대전,2020-06-15,23.3
133,대전,2020-06-16,24.2
133,대전,2020-06-17,23.5
133,대전,2020-06-18,20.9
133,대전,2020-06-19,24
133,대전,2020-06-20,24.8
133,대전,2020-06-21,26.2
133,대전,2020-06-22,27.2
133,대전,2020-06-23,27
133,대전,2020-06-24,23
133,대전,2020-06-25,21.8
133,대전,2020-06-26,23.2
133,대전,2020-06-27,24.6
133,대전,2020-06-28,24.8
133,대전,2020-06-29,22.4
133,대전,2020-06-30,20.3
133,대전,2020-07-01,20.9
133,대전,2020-07-02,23.5
133,대전,2020-07-03,22
133,대전,2020-07-04,21.7
133,대전,2020-07-05,23.5
133,대전,2020-07-06,24.3
133,대전,2020-07-07,24.7
133,대전,2020-07-08,25.2
133,대전,2020-07-09,26.6
133,대전,2020-07-10,25.4
133,대전,2020-07-11,26.2
133,대전,2020-07-12,22.2
133,대전,2020-07-13,18.8
133,대전,2020-07-14,19.9
133,대전,2020-07-15,21.1
133,대전,2020-07-16,23.2
133,대전,2020-07-17,25
133,대전,2020-07-18,25
133,대전,2020-07-19,25.6
133,대전,2020-07-20,24.5
133,대전,2020-07-21,25.9
133,대전,2020-07-22,23.5
133,대전,2020-07-23,21.7
133,대전,2020-07-24,21.6
133,대전,2020-07-25,22.7
133,대전,2020-07-26,24
133,대전,2020-07-27,24.4
133,대전,2020-07-28,24
133,대전,2020-07-29,24.7
133,대전,2020-07-30,25
133,대전,2020-07-31,25.9
133,대전,2020-08-01,25.8
133,대전,2020-08-02,27.7
133,대전,2020-08-03,27
133,대전,2020-08-04,27.5
133,대전,2020-08-05,26.4
133,대전,2020-08-06,25.5
133,대전,2020-08-07,23.5
133,대전,2020-08-08,23.8
133,대전,2020-08-09,26.2
133,대전,2020-08-10,26.2
133,대전,2020-08-11,26
133,대전,2020-08-12,27.3
133,대전,2020-08-13,28.7
133,대전,2020-08-14,28.5
133,대전,2020-08-15,29.2
133,대전,2020-08-16,28.7
133,대전,2020-08-17,28.6
133,대전,2020-08-18,29.1
133,대전,2020-08-19,28.9
133,대전,2020-08-20,29.1
133,대전,2020-08-21,29
133,대전,2020-08-22,25.8
133,대전,2020-08-23,27.1
133,대전,2020-08-24,28.5
133,대전,2020-08-25,29.9
133,대전,2020-08-26,29.3
133,대전,2020-08-27,29.5
133,대전,2020-08-28,29.3
133,대전,2020-08-29,27.2
133,대전,2020-08-30,27.9
133,대전,2020-08-31,26.7
133,대전,2020-09-01,26.9
133,대전,2020-09-02,24.6
133,대전,2020-09-03,23.1
133,대전,2020-09-04,24.3
133,대전,2020-09-05,22.2
133,대전,2020-09-06,21.1
133,대전,2020-09-07,19.3
133,대전,2020-09-08,24.3
133,대전,2020-09-09,22.2
133,대전,2020-09-10,23.2
133,대전,2020-09-11,21.7
133,대전,2020-09-12,19.3
133,대전,2020-09-13,21.6
133,대전,2020-09-14,21.9
133,대전,2020-09-15,23.4
133,대전,2020-09-16,21.6
133,대전,2020-09-17,21.7
133,대전,2020-09-18,21.2
133,대전,2020-09-19,20
133,대전,2020-09-20,18.9
133,대전,2020-09-21,18
133,대전,2020-09-22,19.1
133,대전,2020-09-23,19
133,대전,2020-09-24,20.8
133,대전,2020-09-25,20
133,대전,2020-09-26,19.4
133,대전,2020-09-27,19.8
133,대전,2020-09-28,18.9
133,대전,2020-09-29,18.5
133,대전,2020-09-30,19.5
133,대전,2020-10-01,20.4
133,대전,2020-10-02,21
133,대전,2020-10-03,20
133,대전,2020-10-04,18
133,대전,2020-10-05,13.6
133,대전,2020-10-06,14.2
133,대전,2020-10-07,16.8
133,대전,2020-10-08,17.4
133,대전,2020-10-09,18
133,대전,2020-10-10,17.5
133,대전,2020-10-11,17.3
133,대전,2020-10-12,17.1
133,대전,2020-10-13,12.9
133,대전,2020-10-14,12.2
133,대전,2020-10-15,11.4
133,대전,2020-10-16,11.4
133,대전,2020-10-17,12.6
133,대전,2020-10-18,12.2
133,대전,2020-10-19,13.4
133,대전,2020-10-20,14
133,대전,2020-10-21,13.2
133,대전,2020-10-22,13
133,대전,2020-10-23,10.2
133,대전,2020-10-24,9.3
133,대전,2020-10-25,11.7
133,대전,2020-10-26,11.8
133,대전,2020-10-27,13
133,대전,2020-10-28,13.6
133,대전,2020-10-29,10
133,대전,2020-10-30,10.9
133,대전,2020-10-31,12.6
133,대전,2020-11-01,12.6
133,대전,2020-11-02,11.3
133,대전,2020-11-03,6.5
133,대전,2020-11-04,4.9
133,대전,2020-11-05,8.1
133,대전,2020-11-06,11.7
133,대전,2020-11-07,13.4
133,대전,2020-11-08,9.6
133,대전,2020-11-09,7.2
133,대전,2020-11-10,8.4
133,대전,2020-11-11,8.7
133,대전,2020-11-12,9.6
133,대전,2020-11-13,10
133,대전,2020-11-14,11.3
133,대전,2020-11-15,11.6
133,대전,2020-11-16,11.3
133,대전,2020-11-17,15.4
133,대전,2020-11-18,15.4
133,대전,2020-11-19,16.1
133,대전,2020-11-20,6.6
133,대전,2020-11-21,8.3
133,대전,2020-11-22,7.9
133,대전,2020-11-23,3.9
133,대전,2020-11-24,4.7
133,대전,2020-11-25,5.3
133,대전,2020-11-26,6.9
133,대전,2020-11-27,5.9
