지점,지점명,일시,평균기온(°C)
133,대전,2016-05-27,22.9
133,대전,2016-05-28,22
133,대전,2016-05-29,21.1
133,대전,2016-05-30,22
133,대전,2016-05-31,22
133,대전,2016-06-01,22.9
133,대전,2016-06-02,22.5
133,대전,2016-06-03,22.7
133,대전,2016-06-04,19.9
133,대전,2016-06-05,22.9
133,대전,2016-06-06,20.8
133,대전,2016-06-07,21.9
133,대전,2016-06-08,22.4
133,대전,2016-06-09,24
133,대전,2016-06-10,25.3
133,대전,2016-06-11,25.6
133,대전,2016-06-12,24.9
133,대전,2016-06-13,24.6
133,대전,2016-06-14,24.2
133,대전,2016-06-15,22.3
133,대전,2016-06-16,21.7
133,대전,2016-06-17,23.3
133,대전,2016-06-18,25.1
133,대전,2016-06-19,25.7
133,대전,2016-06-20,24.2
133,대전,2016-06-21,26.1
133,대전,2016-06-22,25.4
133,대전,2016-06-23,26.2
133,대전,2016-06-24,22.2
133,대전,2016-06-25,22.9
133,대전,2016-06-26,23.9
133,대전,2016-06-27,23.3
133,대전,2016-06-28,24
133,대전,2016-06-29,24.8
133,대전,2016-06-30,25.5
133,대전,2016-07-01,25
133,대전,2016-07-02,24.5
133,대전,2016-07-03,22.7
133,대전,2016-07-04,22.1
133,대전,2016-07-05,25.8
133,대전,2016-07-06,24.3
133,대전,2016-07-07,25.7
133,대전,2016-07-08,26.9
133,대전,2016-07-09,27.5
133,대전,2016-07-10,27.2
133,대전,2016-07-11,27.1
133,대전,2016-07-12,25.7
133,대전,2016-07-13,26.3
133,대전,2016-07-14,26.1
133,대전,2016-07-15,25.9
133,대전,2016-07-16,22.1
133,대전,2016-07-17,23.3
133,대전,2016-07-18,24.3
133,대전,2016-07-19,26.7
133,대전,2016-07-20,27.3
133,대전,2016-07-21,27
133,대전,2016-07-22,28.4
133,대전,2016-07-23,29.5
133,대전,2016-07-24,29.6
133,대전,2016-07-25,29.2
133,대전,2016-07-26,29
133,대전,2016-07-27,28.7
133,대전,2016-07-28,28.9
133,대전,2016-07-29,28.2
133,대전,2016-07-30,29.1
133,대전,2016-07-31,29.9
133,대전,2016-08-01,28.7
133,대전,2016-08-02,27.3
133,대전,2016-08-03,28.3
133,대전,2016-08-04,29.9
133,대전,2016-08-05,30.7
133,대전,2016-08-06,29.6
133,대전,2016-08-07,28.8
133,대전,2016-08-08,29.7
133,대전,2016-08-09,28.4
133,대전,2016-08-10,29.3
133,대전,2016-08-11,29.9
133,대전,2016-08-12,30.3
133,대전,2016-08-13,30.2
133,대전,2016-08-14,29.9
133,대전,2016-08-15,30
133,대전,2016-08-16,29.9
133,대전,2016-08-17,29.8
133,대전,2016-08-18,29.7
133,대전,2016-08-19,30.3
133,대전,2016-08-20,31.2
133,대전,2016-08-21,29.7
133,대전,2016-08-22,30.3
133,대전,2016-08-23,28.8
133,대전,2016-08-24,28.9
133,대전,2016-08-25,28.5
133,대전,2016-08-26,22
133,대전,2016-08-27,22.6
133,대전,2016-08-28,20
133,대전,2016-08-29,20.5
133,대전,2016-08-30,19.6
133,대전,2016-08-31,21.8
133,대전,2016-09-01,26.6
133,대전,2016-09-02,22.7
133,대전,2016-09-03,25
133,대전,2016-09-04,26.2
133,대전,2016-09-05,26.2
133,대전,2016-09-06,24.4
133,대전,2016-09-07,23.7
133,대전,2016-09-08,23.3
133,대전,2016-09-09,23.9
133,대전,2016-09-10,23.2
133,대전,2016-09-11,23.9
133,대전,2016-09-12,23.5
133,대전,2016-09-13,24.1
133,대전,2016-09-14,24.2
133,대전,2016-09-15,23.5
133,대전,2016-09-16,22.4
133,대전,2016-09-17,20.2
133,대전,2016-09-18,19.1
133,대전,2016-09-19,20
133,대전,2016-09-20,19.2
133,대전,2016-09-21,19.1
133,대전,2016-09-22,20.6
133,대전,2016-09-23,20.8
133,대전,2016-09-24,21.7
133,대전,2016-09-25,20.8
133,대전,2016-09-26,22.1
133,대전,2016-09-27,22.4
133,대전,2016-09-28,21.8
133,대전,2016-09-29,20.1
133,대전,2016-09-30,17.6
133,대전,2016-10-01,18.6
133,대전,2016-10-02,20.7
133,대전,2016-10-03,23.4
133,대전,2016-10-04,22.1
133,대전,2016-10-05,19.6
133,대전,2016-10-06,18.2
133,대전,2016-10-07,18.5
133,대전,2016-10-08,17.2
133,대전,2016-10-09,11.8
133,대전,2016-10-10,12.7
133,대전,2016-10-11,14.3
133,대전,2016-10-12,14.9
133,대전,2016-10-13,14.1
133,대전,2016-10-14,15.2
133,대전,2016-10-15,17.3
133,대전,2016-10-16,16.9
133,대전,2016-10-17,17.6
133,대전,2016-10-18,16.1
133,대전,2016-10-19,17.2
133,대전,2016-10-20,16.7
133,대전,2016-10-21,16.8
133,대전,2016-10-22,17.5
133,대전,2016-10-23,15
133,대전,2016-10-24,15.5
133,대전,2016-10-25,14.7
133,대전,2016-10-26,13.4
133,대전,2016-10-27,14.2
133,대전,2016-10-28,13.5
133,대전,2016-10-29,9.2
133,대전,2016-10-30,7.1
133,대전,2016-10-31,7.8
133,대전,2016-11-01,3.4
133,대전,2016-11-02,5.1
133,대전,2016-11-03,8.1
133,대전,2016-11-04,9.9
133,대전,2016-11-05,13.3
133,대전,2016-11-06,13.3
133,대전,2016-11-07,14.3
133,대전,2016-11-08,6.9
133,대전,2016-11-09,3.1
133,대전,2016-11-10,6.8
133,대전,2016-11-11,9.3
133,대전,2016-11-12,9.7
133,대전,2016-11-13,12.1
133,대전,2016-11-14,15.3
133,대전,2016-11-15,8.3
133,대전,2016-11-16,5.7
133,대전,2016-11-17,8.1
133,대전,2016-11-18,9
133,대전,2016-11-19,12.6
133,대전,2016-11-20,11.5
133,대전,2016-11-21,8.7
133,대전,2016-11-22,4.9
133,대전,2016-11-23,.8
133,대전,2016-11-24,-.2
133,대전,2016-11-25,1.4
133,대전,2016-11-26,.2
133,대전,2016-11-27,3
133,대전,2016-11-28,2.8
133,대전,2016-11-29,1.9
133,대전,2016-11-30,5.5
133,대전,2016-12-01,5.6
133,대전,2016-12-02,1.8
133,대전,2016-12-03,3.2
133,대전,2016-12-04,4.1
133,대전,2016-12-05,8.9
133,대전,2016-12-06,1.2
133,대전,2016-12-07,2.2
133,대전,2016-12-08,4.1
133,대전,2016-12-09,4.1
133,대전,2016-12-10,-.1
133,대전,2016-12-11,-.6
133,대전,2016-12-12,4.3
133,대전,2016-12-13,4.5
133,대전,2016-12-14,0
133,대전,2016-12-15,-1.4
133,대전,2016-12-16,-2.4
133,대전,2016-12-17,4
133,대전,2016-12-18,3.8
133,대전,2016-12-19,7.8
133,대전,2016-12-20,8.2
133,대전,2016-12-21,8.2
133,대전,2016-12-22,7.8
133,대전,2016-12-23,.8
133,대전,2016-12-24,-1.1
133,대전,2016-12-25,1.3
133,대전,2016-12-26,3.1
133,대전,2016-12-27,.3
133,대전,2016-12-28,-2.5
133,대전,2016-12-29,-2.3
133,대전,2016-12-30,-1.8
133,대전,2016-12-31,1.4
133,대전,2017-01-01,3.5
133,대전,2017-01-02,4.7
133,대전,2017-01-03,3.3
133,대전,2017-01-04,4.2
133,대전,2017-01-05,4.3
133,대전,2017-01-06,6.7
133,대전,2017-01-07,4.3
133,대전,2017-01-08,8.8
133,대전,2017-01-09,4.3
133,대전,2017-01-10,-.5
133,대전,2017-01-11,-3.1
133,대전,2017-01-12,-.3
133,대전,2017-01-13,-3.7
133,대전,2017-01-14,-6
133,대전,2017-01-15,-5.9
133,대전,2017-01-16,-3.9
133,대전,2017-01-17,-2.9
133,대전,2017-01-18,-.4
133,대전,2017-01-19,0
133,대전,2017-01-20,-2.3
133,대전,2017-01-21,-2.7
133,대전,2017-01-22,-4.7
133,대전,2017-01-23,-6.5
133,대전,2017-01-24,-5.2
133,대전,2017-01-25,-4.4
133,대전,2017-01-26,-1.1
133,대전,2017-01-27,.6
133,대전,2017-01-28,.1
133,대전,2017-01-29,2.8
133,대전,2017-01-30,-2.4
133,대전,2017-01-31,-4.2
133,대전,2017-02-01,-2.3
133,대전,2017-02-02,-1.6
133,대전,2017-02-03,2.1
133,대전,2017-02-04,2.9
133,대전,2017-02-05,3.2
133,대전,2017-02-06,0
133,대전,2017-02-07,-.5
133,대전,2017-02-08,-.1
133,대전,2017-02-09,-2.9
133,대전,2017-02-10,-4.4
133,대전,2017-02-11,-2.9
133,대전,2017-02-12,-.3
133,대전,2017-02-13,.3
133,대전,2017-02-14,1.6
133,대전,2017-02-15,2.2
133,대전,2017-02-16,7.3
133,대전,2017-02-17,4.6
133,대전,2017-02-18,-1
133,대전,2017-02-19,3.1
133,대전,2017-02-20,1.3
133,대전,2017-02-21,.6
133,대전,2017-02-22,3
133,대전,2017-02-23,.5
133,대전,2017-02-24,.6
133,대전,2017-02-25,3.5
133,대전,2017-02-26,4
133,대전,2017-02-27,4.2
133,대전,2017-02-28,5.3
133,대전,2017-03-01,6.1
133,대전,2017-03-02,3
133,대전,2017-03-03,4.2
133,대전,2017-03-04,6.1
133,대전,2017-03-05,6.3
133,대전,2017-03-06,1.8
133,대전,2017-03-07,-.2
133,대전,2017-03-08,1.4
133,대전,2017-03-09,4.7
133,대전,2017-03-10,5.9
133,대전,2017-03-11,7.4
133,대전,2017-03-12,8.9
133,대전,2017-03-13,8
133,대전,2017-03-14,5.6
133,대전,2017-03-15,5.9
133,대전,2017-03-16,6.3
133,대전,2017-03-17,7.6
133,대전,2017-03-18,8.8
133,대전,2017-03-19,10
133,대전,2017-03-20,8.6
133,대전,2017-03-21,8.4
133,대전,2017-03-22,7.6
133,대전,2017-03-23,9.5
133,대전,2017-03-24,9
133,대전,2017-03-25,7.6
133,대전,2017-03-26,7.1
133,대전,2017-03-27,6.4
133,대전,2017-03-28,7.9
133,대전,2017-03-29,9.7
133,대전,2017-03-30,11.2
133,대전,2017-03-31,10
133,대전,2017-04-01,9.1
133,대전,2017-04-02,9.3
133,대전,2017-04-03,12
133,대전,2017-04-04,14.2
133,대전,2017-04-05,12.8
133,대전,2017-04-06,13.8
133,대전,2017-04-07,16.2
133,대전,2017-04-08,16.7
133,대전,2017-04-09,14.4
133,대전,2017-04-10,15.1
133,대전,2017-04-11,12.5
133,대전,2017-04-12,12.1
133,대전,2017-04-13,13.2
133,대전,2017-04-14,16
133,대전,2017-04-15,18.7
133,대전,2017-04-16,19.9
133,대전,2017-04-17,13.7
133,대전,2017-04-18,13.8
133,대전,2017-04-19,13.4
133,대전,2017-04-20,10.9
133,대전,2017-04-21,12.8
133,대전,2017-04-22,14.6
133,대전,2017-04-23,15
133,대전,2017-04-24,15.2
133,대전,2017-04-25,17
133,대전,2017-04-26,15.6
133,대전,2017-04-27,13.8
133,대전,2017-04-28,15.5
133,대전,2017-04-29,18
133,대전,2017-04-30,20.6
133,대전,2017-05-01,20.4
133,대전,2017-05-02,20
133,대전,2017-05-03,21.1
133,대전,2017-05-04,21.4
133,대전,2017-05-05,21.7
133,대전,2017-05-06,16.5
133,대전,2017-05-07,18.1
133,대전,2017-05-08,18.2
133,대전,2017-05-09,15.7
133,대전,2017-05-10,15.6
133,대전,2017-05-11,18.7
133,대전,2017-05-12,19.8
133,대전,2017-05-13,18.3
133,대전,2017-05-14,16.6
133,대전,2017-05-15,16.7
133,대전,2017-05-16,16.8
133,대전,2017-05-17,18.7
133,대전,2017-05-18,20.3
133,대전,2017-05-19,21.4
133,대전,2017-05-20,20.7
133,대전,2017-05-21,21.4
133,대전,2017-05-22,21.7
133,대전,2017-05-23,21.1
133,대전,2017-05-24,20.8
133,대전,2017-05-25,19.7
133,대전,2017-05-26,17.2
133,대전,2017-05-27,19.3
133,대전,2017-05-28,21.4
133,대전,2017-05-29,24.1
133,대전,2017-05-30,23.5
133,대전,2017-05-31,22
133,대전,2017-06-01,22
133,대전,2017-06-02,20.3
133,대전,2017-06-03,20.4
133,대전,2017-06-04,20.8
133,대전,2017-06-05,22.6
133,대전,2017-06-06,18.3
133,대전,2017-06-07,17.9
133,대전,2017-06-08,20.1
133,대전,2017-06-09,22
133,대전,2017-06-10,22.6
133,대전,2017-06-11,22.8
133,대전,2017-06-12,22.1
133,대전,2017-06-13,21.7
133,대전,2017-06-14,22
133,대전,2017-06-15,23.1
133,대전,2017-06-16,25.3
133,대전,2017-06-17,24.7
133,대전,2017-06-18,25.3
133,대전,2017-06-19,26.1
133,대전,2017-06-20,25.4
133,대전,2017-06-21,24.8
133,대전,2017-06-22,25.3
133,대전,2017-06-23,27.4
133,대전,2017-06-24,24.5
133,대전,2017-06-25,25
133,대전,2017-06-26,23.9
133,대전,2017-06-27,24.6
133,대전,2017-06-28,25.3
133,대전,2017-06-29,26.1
133,대전,2017-06-30,26.9
133,대전,2017-07-01,24.1
133,대전,2017-07-02,25.7
133,대전,2017-07-03,25.3
133,대전,2017-07-04,25.9
133,대전,2017-07-05,27.8
133,대전,2017-07-06,26
133,대전,2017-07-07,26.7
133,대전,2017-07-08,26.1
133,대전,2017-07-09,26.7
133,대전,2017-07-10,25.8
133,대전,2017-07-11,26.5
133,대전,2017-07-12,27.9
133,대전,2017-07-13,27.9
133,대전,2017-07-14,27.6
133,대전,2017-07-15,25.2
133,대전,2017-07-16,27.4
133,대전,2017-07-17,25.6
133,대전,2017-07-18,25.7
133,대전,2017-07-19,28
133,대전,2017-07-20,29.5
133,대전,2017-07-21,30.1
133,대전,2017-07-22,29.7
133,대전,2017-07-23,27.9
133,대전,2017-07-24,28.8
133,대전,2017-07-25,28.5
133,대전,2017-07-26,27.6
133,대전,2017-07-27,28
133,대전,2017-07-28,28.5
133,대전,2017-07-29,27.2
133,대전,2017-07-30,27.9
133,대전,2017-07-31,25.1
133,대전,2017-08-01,26.7
133,대전,2017-08-02,29.4
133,대전,2017-08-03,28.6
133,대전,2017-08-04,29.9
133,대전,2017-08-05,31.8
133,대전,2017-08-06,31.1
133,대전,2017-08-07,29.4
133,대전,2017-08-08,28.1
133,대전,2017-08-09,24.3
133,대전,2017-08-10,26.4
133,대전,2017-08-11,27.1
133,대전,2017-08-12,27.2
133,대전,2017-08-13,24.6
133,대전,2017-08-14,22.4
133,대전,2017-08-15,22.9
133,대전,2017-08-16,25
133,대전,2017-08-17,25.7
133,대전,2017-08-18,26.1
133,대전,2017-08-19,25.1
133,대전,2017-08-20,25.9
133,대전,2017-08-21,24.7
133,대전,2017-08-22,27.4
133,대전,2017-08-23,28.9
133,대전,2017-08-24,27.5
133,대전,2017-08-25,26.1
133,대전,2017-08-26,23.3
133,대전,2017-08-27,24
133,대전,2017-08-28,24.8
133,대전,2017-08-29,21
133,대전,2017-08-30,18.1
133,대전,2017-08-31,21.5
133,대전,2017-09-01,22.1
133,대전,2017-09-02,21.4
133,대전,2017-09-03,22.2
133,대전,2017-09-04,22.4
133,대전,2017-09-05,21.2
133,대전,2017-09-06,20.9
133,대전,2017-09-07,21.9
133,대전,2017-09-08,22.7
133,대전,2017-09-09,22.4
133,대전,2017-09-10,22.7
133,대전,2017-09-11,20.4
133,대전,2017-09-12,21.9
133,대전,2017-09-13,20.1
133,대전,2017-09-14,20.9
133,대전,2017-09-15,21.7
133,대전,2017-09-16,21.2
133,대전,2017-09-17,21.5
133,대전,2017-09-18,21.3
133,대전,2017-09-19,22.8
133,대전,2017-09-20,20
133,대전,2017-09-21,18.7
133,대전,2017-09-22,20.2
133,대전,2017-09-23,20.4
133,대전,2017-09-24,22.4
133,대전,2017-09-25,23.1
133,대전,2017-09-26,23.5
133,대전,2017-09-27,19.3
133,대전,2017-09-28,20.1
133,대전,2017-09-29,15.8
133,대전,2017-09-30,17.5
133,대전,2017-10-01,15.6
133,대전,2017-10-02,19.1
133,대전,2017-10-03,18
133,대전,2017-10-04,17.5
133,대전,2017-10-05,18
133,대전,2017-10-06,16.9
133,대전,2017-10-07,19.9
133,대전,2017-10-08,20.8
133,대전,2017-10-09,21.6
133,대전,2017-10-10,22.3
133,대전,2017-10-11,17.5
133,대전,2017-10-12,12.1
133,대전,2017-10-13,11.6
133,대전,2017-10-14,13.5
133,대전,2017-10-15,15
133,대전,2017-10-16,16
133,대전,2017-10-17,15.7
133,대전,2017-10-18,16.3
133,대전,2017-10-19,16.1
133,대전,2017-10-20,16.1
133,대전,2017-10-21,15.7
133,대전,2017-10-22,15.7
133,대전,2017-10-23,13
133,대전,2017-10-24,12.4
133,대전,2017-10-25,12.4
133,대전,2017-10-26,12.8
133,대전,2017-10-27,14.3
133,대전,2017-10-28,15.5
133,대전,2017-10-29,11.6
133,대전,2017-10-30,7
133,대전,2017-10-31,8.8
133,대전,2017-11-01,13.1
133,대전,2017-11-02,13.9
133,대전,2017-11-03,11.3
133,대전,2017-11-04,7.7
133,대전,2017-11-05,7.3
133,대전,2017-11-06,9.2
133,대전,2017-11-07,13.5
133,대전,2017-11-08,13.8
133,대전,2017-11-09,8.7
133,대전,2017-11-10,9.9
133,대전,2017-11-11,6
133,대전,2017-11-12,5.4
133,대전,2017-11-13,7.3
133,대전,2017-11-14,8.8
133,대전,2017-11-15,5.7
133,대전,2017-11-16,2.6
133,대전,2017-11-17,4.7
133,대전,2017-11-18,.9
133,대전,2017-11-19,-.4
133,대전,2017-11-20,3.7
133,대전,2017-11-21,2.5
133,대전,2017-11-22,4.7
133,대전,2017-11-23,1.1
133,대전,2017-11-24,.9
133,대전,2017-11-25,6.1
133,대전,2017-11-26,7.1
133,대전,2017-11-27,3.1
133,대전,2017-11-28,5.8
133,대전,2017-11-29,6.4
133,대전,2017-11-30,-.3
133,대전,2017-12-01,-.6
133,대전,2017-12-02,2
133,대전,2017-12-03,5.6
133,대전,2017-12-04,2.3
133,대전,2017-12-05,-3.2
133,대전,2017-12-06,1.5
133,대전,2017-12-07,3.2
133,대전,2017-12-08,-1.7
133,대전,2017-12-09,1.2
133,대전,2017-12-10,3.1
133,대전,2017-12-11,-4.2
133,대전,2017-12-12,-6.9
133,대전,2017-12-13,-5.9
133,대전,2017-12-14,-4.9
133,대전,2017-12-15,-1.3
133,대전,2017-12-16,-2.1
133,대전,2017-12-17,-5.1
133,대전,2017-12-18,1
133,대전,2017-12-19,-2.1
133,대전,2017-12-20,-1.3
133,대전,2017-12-21,-.6
133,대전,2017-12-22,1.9
133,대전,2017-12-23,3.9
133,대전,2017-12-24,3.2
133,대전,2017-12-25,-.2
133,대전,2017-12-26,-1.1
133,대전,2017-12-27,-5.1
133,대전,2017-12-28,-1.6
133,대전,2017-12-29,2.9
133,대전,2017-12-30,3.5
133,대전,2017-12-31,1.3
133,대전,2018-01-01,-.7
133,대전,2018-01-02,-1
133,대전,2018-01-03,-2.4
133,대전,2018-01-04,-2.9
133,대전,2018-01-05,-.9
133,대전,2018-01-06,-.7
133,대전,2018-01-07,-1.4
133,대전,2018-01-08,1.5
133,대전,2018-01-09,-1.5
133,대전,2018-01-10,-5.1
133,대전,2018-01-11,-9.3
133,대전,2018-01-12,-8.4
133,대전,2018-01-13,-2.2
133,대전,2018-01-14,-.4
133,대전,2018-01-15,5.5
133,대전,2018-01-16,3.6
133,대전,2018-01-17,4.2
133,대전,2018-01-18,3.7
133,대전,2018-01-19,.3
133,대전,2018-01-20,.8
133,대전,2018-01-21,1.1
133,대전,2018-01-22,3
133,대전,2018-01-23,-7.3
133,대전,2018-01-24,-11.7
133,대전,2018-01-25,-10.9
133,대전,2018-01-26,-11.8
133,대전,2018-01-27,-8.5
133,대전,2018-01-28,-3.5
133,대전,2018-01-29,-6.8
133,대전,2018-01-30,-4.4
133,대전,2018-01-31,-.1
133,대전,2018-02-01,-2.1
133,대전,2018-02-02,-2.7
133,대전,2018-02-03,-4.7
133,대전,2018-02-04,-7.3
133,대전,2018-02-05,-8.1
133,대전,2018-02-06,-8.2
133,대전,2018-02-07,-7.3
133,대전,2018-02-08,-3.8
133,대전,2018-02-09,1.4
133,대전,2018-02-10,.5
133,대전,2018-02-11,-3.7
133,대전,2018-02-12,-4.8
133,대전,2018-02-13,-.8
133,대전,2018-02-14,5.6
133,대전,2018-02-15,.8
133,대전,2018-02-16,.4
133,대전,2018-02-17,-1.1
133,대전,2018-02-18,-.1
133,대전,2018-02-19,2.5
133,대전,2018-02-20,1.9
133,대전,2018-02-21,-.1
133,대전,2018-02-22,.5
133,대전,2018-02-23,5.5
133,대전,2018-02-24,6
133,대전,2018-02-25,4
133,대전,2018-02-26,4
133,대전,2018-02-27,6.3
133,대전,2018-02-28,5.3
133,대전,2018-03-01,2
133,대전,2018-03-02,1.1
133,대전,2018-03-03,8.6
133,대전,2018-03-04,15.1
133,대전,2018-03-05,6.6
133,대전,2018-03-06,5.6
133,대전,2018-03-07,6.1
133,대전,2018-03-08,2.9
133,대전,2018-03-09,3.3
133,대전,2018-03-10,4.1
133,대전,2018-03-11,7.7
133,대전,2018-03-12,8.6
133,대전,2018-03-13,12.4
133,대전,2018-03-14,16.3
133,대전,2018-03-15,13.7
133,대전,2018-03-16,6.6
133,대전,2018-03-17,7.6
133,대전,2018-03-18,7.8
133,대전,2018-03-19,8.3
133,대전,2018-03-20,5.9
133,대전,2018-03-21,1.2
133,대전,2018-03-22,5.2
133,대전,2018-03-23,6.3
133,대전,2018-03-24,8.4
133,대전,2018-03-25,10.9
133,대전,2018-03-26,12.4
133,대전,2018-03-27,13.9
133,대전,2018-03-28,15.1
133,대전,2018-03-29,16
133,대전,2018-03-30,15.6
133,대전,2018-03-31,15.9
133,대전,2018-04-01,16
133,대전,2018-04-02,18.3
133,대전,2018-04-03,19.1
133,대전,2018-04-04,13.2
133,대전,2018-04-05,8.2
133,대전,2018-04-06,7.8
133,대전,2018-04-07,5
133,대전,2018-04-08,8.2
133,대전,2018-04-09,11.9
133,대전,2018-04-10,16.2
133,대전,2018-04-11,15.6
133,대전,2018-04-12,13.9
133,대전,2018-04-13,13.2
133,대전,2018-04-14,9
133,대전,2018-04-15,10.2
133,대전,2018-04-16,11.6
133,대전,2018-04-17,14.1
133,대전,2018-04-18,13.6
133,대전,2018-04-19,14.6
133,대전,2018-04-20,19.2
133,대전,2018-04-21,19.7
133,대전,2018-04-22,16.3
133,대전,2018-04-23,11.4
133,대전,2018-04-24,12.1
133,대전,2018-04-25,14.1
133,대전,2018-04-26,15.5
133,대전,2018-04-27,16.2
133,대전,2018-04-28,15.9
133,대전,2018-04-29,16.4
133,대전,2018-04-30,20.3
133,대전,2018-05-01,21.5
133,대전,2018-05-02,17.8
133,대전,2018-05-03,12.5
133,대전,2018-05-04,15.3
133,대전,2018-05-05,19.5
133,대전,2018-05-06,16.3
133,대전,2018-05-07,17.4
133,대전,2018-05-08,16.5
133,대전,2018-05-09,16.1
133,대전,2018-05-10,16.7
133,대전,2018-05-11,17.3
133,대전,2018-05-12,15.5
133,대전,2018-05-13,17.8
133,대전,2018-05-14,19.6
133,대전,2018-05-15,23.1
133,대전,2018-05-16,25.3
133,대전,2018-05-17,26.3
133,대전,2018-05-18,20.1
133,대전,2018-05-19,17.6
133,대전,2018-05-20,16.8
133,대전,2018-05-21,17.5
133,대전,2018-05-22,18.8
133,대전,2018-05-23,18.9
133,대전,2018-05-24,18.9
133,대전,2018-05-25,19.6
133,대전,2018-05-26,21.8
133,대전,2018-05-27,20.9
133,대전,2018-05-28,23
133,대전,2018-05-29,23.6
133,대전,2018-05-30,22.4
133,대전,2018-05-31,20.9
133,대전,2018-06-01,23.4
133,대전,2018-06-02,23.4
133,대전,2018-06-03,23.6
133,대전,2018-06-04,23.5
133,대전,2018-06-05,23.9
133,대전,2018-06-06,24.6
133,대전,2018-06-07,24.6
133,대전,2018-06-08,22.5
133,대전,2018-06-09,23.1
133,대전,2018-06-10,21.6
133,대전,2018-06-11,20.4
133,대전,2018-06-12,21.2
133,대전,2018-06-13,22.8
133,대전,2018-06-14,22.6
133,대전,2018-06-15,21.5
133,대전,2018-06-16,22.3
133,대전,2018-06-17,23.5
133,대전,2018-06-18,25.7
133,대전,2018-06-19,21.3
133,대전,2018-06-20,23.4
133,대전,2018-06-21,23.7
133,대전,2018-06-22,25
133,대전,2018-06-23,24.5
133,대전,2018-06-24,26.2
133,대전,2018-06-25,26.6
133,대전,2018-06-26,24
133,대전,2018-06-27,25.4
133,대전,2018-06-28,24.4
